Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
closed,1128,low,email,other,1st line support,bernard beckley,2023-01-15 10:11:34,2023-01-17 10:11:34,2023-01-15 11:11:34,2023-01-15 11:03:47.800,within sla,2023-01-17 07:11:51.202,within sla,2023-01-18 23:31:09.366,4.0,3.0,ready to use software,tier 1,germany,51.165691,10.451526
closed,1129,high,phone,pricing and licensing,1st line support,kristos westoll,2023-01-15 02:01:36,2023-01-17 02:01:36,2023-01-15 02:03:36,2023-01-15 02:02:21.163,within sla,2023-01-16 14:49:44.737,within sla,2023-01-18 16:30:05.795,2.0,5.0,custom software development,tier 1,slovenia,46.1491664,14.9860106
in progress,1130,medium,chat,product setup,1st line support,connor danielovitch,2023-01-16 05:12:59,2023-01-17 05:12:59,2023-01-16 05:14:59,2023-01-16 05:14:35.188,within sla,,sla violated,,6.0,,ready to use software,tier 1,spain,39.67337,-4.767726
closed,1131,low,email,product setup,1st line support,sheela cutten,2023-01-16 20:38:34,2023-01-18 20:38:34,2023-01-16 21:38:34,2023-01-16 21:35:38.891,within sla,2023-01-16 22:40:38.689,within sla,2023-01-20 05:35:10.396,1.0,5.0,ready to use software,tier 1,czech republic,49.8037633,15.4749126
closed,1132,low,email,pricing and licensing,1st line support,sheela cutten,2023-01-16 15:44:20,2023-01-18 15:44:20,2023-01-16 16:44:20,2023-01-16 16:39:29.422,within sla,2023-01-17 12:05:13.440,within sla,2023-01-22 20:45:33.952,9.0,3.0,training and consulting services,tier 1,austria,47.6964719,13.3457347
resolved,1133,high,chat,product setup,1st line support,bernard beckley,2023-01-16 19:19:41,2023-01-17 19:19:41,2023-01-16 19:21:41,2023-01-16 19:19:48.613,within sla,2023-01-17 12:08:15.116,within sla,2023-01-17 12:08:15.116,3.0,,ready to use software,tier 1,bulgaria,42.7249925,25.4833039
closed,1134,low,chat,product setup,1st line support,sheela cutten,2023-01-16 12:50:35,2023-01-17 12:50:35,2023-01-16 12:52:35,2023-01-16 12:51:00.245,within sla,2023-01-16 17:37:43.459,within sla,2023-01-20 18:38:43.224,60.0,5.0,custom software development,tier 1,spain,39.67337,-4.767726
resolved,1135,low,phone,bug report,2nd line support,adolpho messingham,2023-01-16 14:37:40,2023-01-18 14:37:40,2023-01-16 14:39:40,2023-01-16 14:40:46.740,sla violated,2023-01-16 19:04:13.525,within sla,2023-01-16 19:04:13.525,1.0,,training and consulting services,tier 2,poland,52.536273,19.050639
resolved,1136,low,email,bug report,1st line support,sheela cutten,2023-01-16 15:35:28,2023-01-18 15:35:28,2023-01-16 16:35:28,2023-01-16 16:08:01.741,within sla,2023-01-17 11:41:21.821,within sla,2023-01-17 11:41:21.821,10.0,,ready to use software,tier 1,germany,51.165691,10.451526
resolved,1137,low,email,feature request,1st line support,kristos westoll,2023-01-16 07:57:01,2023-01-18 07:57:01,2023-01-16 08:57:01,2023-01-16 08:11:48.199,within sla,2023-01-18 02:08:31.725,within sla,2023-01-18 02:08:31.725,1.0,,ready to use software,tier 1,italy,43.036776,12.678565
resolved,1138,low,email,product setup,2nd line support,heather urry,2023-01-17 01:30:29,2023-01-19 01:30:29,2023-01-17 02:30:29,2023-01-17 08:53:20.063,sla violated,2023-01-18 08:04:50.081,within sla,2023-01-18 08:04:50.081,1.0,,ready to use software,tier 2,spain,39.67337,-4.767726
closed,1139,low,chat,feature request,1st line support,nicola wane,2023-01-17 11:23:12,2023-01-18 11:23:12,2023-01-17 11:25:12,2023-01-17 11:27:11.195,sla violated,2023-01-17 23:26:57.206,within sla,2023-01-18 21:05:43.681,6.0,1.0,custom software development,tier 1,italy,43.036776,12.678565
resolved,1140,low,chat,purchasing and invoicing,1st line support,connor danielovitch,2023-01-17 14:03:25,2023-01-18 14:03:25,2023-01-17 14:05:25,2023-01-17 14:03:47.237,within sla,2023-01-23 08:16:16.959,sla violated,2023-01-23 08:16:16.959,6.0,,training and consulting services,tier 1,greece,39.368279,21.863141
resolved,1141,low,chat,other,1st line support,nicola wane,2023-01-17 00:04:06,2023-01-18 00:04:06,2023-01-17 00:06:06,2023-01-17 00:04:29.168,within sla,2023-01-18 05:24:11.228,sla violated,2023-01-18 05:24:11.228,3.0,,ready to use software,tier 1,germany,51.165691,10.451526
closed,1142,low,email,pricing and licensing,1st line support,nicola wane,2023-01-17 16:42:23,2023-01-19 16:42:23,2023-01-17 17:42:23,2023-01-17 17:00:19.226,within sla,2023-01-18 19:31:50.145,within sla,2023-01-22 16:25:53.103,5.0,1.0,ready to use software,tier 1,greece,39.368279,21.863141
resolved,1143,low,email,other,2nd line support,adolpho messingham,2023-01-17 23:31:47,2023-01-19 23:31:47,2023-01-18 00:31:47,2023-01-18 00:19:54.993,within sla,2023-01-18 01:20:43.055,within sla,2023-01-18 01:20:43.055,2.0,,training and consulting services,tier 2,republic of ireland,53.094024,-8.019675
closed,1144,low,email,pricing and licensing,1st line support,nicola wane,2023-01-17 23:24:52,2023-01-19 23:24:52,2023-01-18 00:24:52,2023-01-18 00:24:44.867,within sla,2023-01-18 18:49:55.204,within sla,2023-01-24 11:50:18.528,9.0,4.0,ready to use software,tier 1,republic of ireland,53.094024,-8.019675
resolved,1145,medium,email,product setup,1st line support,nicola wane,2023-01-17 15:52:09,2023-01-19 15:52:09,2023-01-17 16:52:09,2023-01-17 16:29:17.433,within sla,2023-01-18 11:55:59.080,within sla,2023-01-18 11:55:59.080,1.0,,ready to use software,tier 1,france,48.864716,2.349014
closed,1146,low,email,pricing and licensing,2nd line support,adolpho messingham,2023-01-18 02:02:20,2023-01-20 02:02:20,2023-01-18 03:02:20,2023-01-18 02:41:38.030,within sla,2023-01-19 07:13:39.355,within sla,2023-01-20 03:16:40.933,8.0,3.0,ready to use software,tier 2,italy,43.036776,12.678565
closed,1147,low,email,product setup,1st line support,sheela cutten,2023-01-18 10:59:28,2023-01-20 10:59:28,2023-01-18 11:59:28,2023-01-18 17:43:11.429,sla violated,2023-01-19 23:48:34.087,within sla,2023-01-21 05:10:24.451,1.0,3.0,custom software development,tier 1,germany,51.165691,10.451526
closed,1148,low,email,pricing and licensing,1st line support,sheela cutten,2023-01-18 08:59:26,2023-01-20 08:59:26,2023-01-18 09:59:26,2023-01-18 09:18:42.754,within sla,2023-01-19 04:42:49.548,within sla,2023-01-24 09:37:03.539,4.0,3.0,ready to use software,tier 1,italy,43.036776,12.678565
in progress,1149,low,phone,feature request,1st line support,sheela cutten,2023-01-18 02:50:49,2023-01-20 02:50:49,2023-01-18 02:52:49,2023-01-18 02:52:09.033,within sla,,sla violated,,1.0,,custom software development,tier 1,italy,43.036776,12.678565
closed,1150,low,email,purchasing and invoicing,1st line support,kristos westoll,2023-01-18 03:19:26,2023-01-20 03:19:26,2023-01-18 04:19:26,2023-01-18 03:37:53.083,within sla,2023-01-19 20:11:34.763,within sla,2023-01-24 03:52:10.396,3.0,1.0,other,tier 1,slovenia,46.1491664,14.9860106
closed,1151,high,chat,product setup,1st line support,nicola wane,2023-01-18 06:48:43,2023-01-19 06:48:43,2023-01-18 06:50:43,2023-01-18 06:50:21.601,within sla,2023-01-18 08:03:40.906,within sla,2023-01-23 04:03:47.562,7.0,2.0,ready to use software,tier 1,united kingdom,55.378052,-3.435973
closed,1152,medium,phone,pricing and licensing,2nd line support,adolpho messingham,2023-01-18 01:34:28,2023-01-20 01:34:28,2023-01-18 01:36:28,2023-01-18 02:56:45.330,sla violated,2023-01-18 13:22:04.671,within sla,2023-01-21 02:40:20.689,4.0,3.0,ready to use software,tier 2,bulgaria,42.7249925,25.4833039
closed,1153,medium,chat,purchasing and invoicing,2nd line support,michele whyatt,2023-01-18 02:18:40,2023-01-19 02:18:40,2023-01-18 02:20:40,2023-01-18 02:20:37.824,within sla,2023-01-19 00:48:35.401,within sla,2023-01-24 19:17:08.378,6.0,4.0,ready to use software,tier 2,germany,51.165691,10.451526
resolved,1154,low,email,pricing and licensing,1st line support,kristos westoll,2023-01-18 07:25:42,2023-01-20 07:25:42,2023-01-18 08:25:42,2023-01-18 08:25:00.131,within sla,2023-01-19 15:14:33.229,within sla,2023-01-19 15:14:33.229,2.0,,other,tier 1,italy,43.036776,12.678565
closed,1155,medium,chat,feature request,2nd line support,michele whyatt,2023-01-18 15:27:11,2023-01-19 15:27:11,2023-01-18 15:29:11,2023-01-18 15:27:12.395,within sla,2023-01-19 10:11:08.722,within sla,2023-01-21 00:33:39.765,6.0,3.0,custom software development,tier 2,united kingdom,55.378052,-3.435973
resolved,1156,medium,email,other,2nd line support,heather urry,2023-01-18 04:20:21,2023-01-20 04:20:21,2023-01-18 05:20:21,2023-01-18 05:08:17.702,within sla,2023-01-18 08:09:36.698,within sla,2023-01-18 08:09:36.698,1.0,,training and consulting services,tier 2,france,48.864716,2.349014
resolved,1157,medium,chat,product setup,1st line support,bernard beckley,2023-01-18 22:25:35,2023-01-19 22:25:35,2023-01-18 22:27:35,2023-01-18 22:26:19.753,within sla,2023-01-19 03:42:58.960,within sla,2023-01-19 03:42:58.960,5.0,,ready to use software,tier 1,greece,39.368279,21.863141
closed,1158,medium,chat,product setup,1st line support,kristos westoll,2023-01-18 18:08:37,2023-01-19 18:08:37,2023-01-18 18:10:37,2023-01-18 18:09:33.175,within sla,2023-01-18 21:55:18.637,within sla,2023-01-20 21:41:51.832,3.0,3.0,custom software development,tier 1,republic of ireland,53.094024,-8.019675
closed,1159,low,chat,product setup,2nd line support,heather urry,2023-01-19 19:54:37,2023-01-20 19:54:37,2023-01-19 19:56:37,2023-01-19 19:57:47.885,sla violated,2023-01-20 08:53:34.548,within sla,2023-01-25 14:55:40.103,6.0,5.0,training and consulting services,tier 2,united kingdom,55.378052,-3.435973
resolved,1160,low,chat,pricing and licensing,2nd line support,michele whyatt,2023-01-19 09:56:57,2023-01-20 09:56:57,2023-01-19 09:58:57,2023-01-19 09:58:31.828,within sla,2023-01-19 21:24:38.855,within sla,2023-01-19 21:24:38.855,60.0,,ready to use software,tier 2,italy,43.036776,12.678565
in progress,1161,low,email,purchasing and invoicing,2nd line support,michele whyatt,2023-01-19 11:56:06,2023-01-21 11:56:06,2023-01-19 12:56:06,2023-01-19 12:55:03.068,within sla,,sla violated,,2.0,,other,tier 2,slovenia,46.1491664,14.9860106
closed,1162,medium,email,product setup,1st line support,bernard beckley,2023-01-19 01:28:08,2023-01-21 01:28:08,2023-01-19 02:28:08,2023-01-19 01:41:57.250,within sla,2023-01-20 16:50:02.509,within sla,2023-01-21 09:04:00.687,8.0,5.0,training and consulting services,tier 1,france,48.864716,2.349014
closed,1163,low,email,product setup,1st line support,kristos westoll,2023-01-19 02:31:19,2023-01-21 02:31:19,2023-01-19 03:31:19,2023-01-19 02:37:16.105,within sla,2023-01-19 23:08:29.754,within sla,2023-01-22 03:44:53.170,4.0,1.0,ready to use software,tier 1,germany,51.165691,10.451526
closed,1164,low,chat,product setup,1st line support,sheela cutten,2023-01-19 08:14:44,2023-01-20 08:14:44,2023-01-19 08:16:44,2023-01-19 10:00:36.696,sla violated,2023-01-19 15:09:18.779,within sla,2023-01-20 15:57:25.455,5.0,5.0,training and consulting services,tier 1,italy,43.036776,12.678565
resolved,1165,high,chat,product setup,1st line support,connor danielovitch,2023-01-19 02:00:02,2023-01-20 02:00:02,2023-01-19 02:02:02,2023-01-19 02:01:24.155,within sla,2023-01-21 04:02:43.991,sla violated,2023-01-21 04:02:43.991,4.0,,ready to use software,tier 1,united kingdom,55.378052,-3.435973
closed,1166,low,email,pricing and licensing,1st line support,bernard beckley,2023-01-19 16:07:40,2023-01-21 16:07:40,2023-01-19 17:07:40,2023-01-19 16:27:09.226,within sla,2023-01-20 08:34:33.879,within sla,2023-01-23 14:00:07.411,10.0,4.0,ready to use software,tier 1,poland,52.536273,19.050639
closed,1167,low,chat,pricing and licensing,1st line support,kristos westoll,2023-01-19 04:01:55,2023-01-20 04:01:55,2023-01-19 04:03:55,2023-01-19 04:02:30.252,within sla,2023-01-19 04:21:53.133,within sla,2023-01-21 11:09:55.484,3.0,3.0,ready to use software,tier 1,italy,43.036776,12.678565
resolved,1168,high,email,other,2nd line support,michele whyatt,2023-01-19 18:33:13,2023-01-21 18:33:13,2023-01-19 19:33:13,2023-01-19 18:59:45.491,within sla,2023-01-20 14:33:25.698,within sla,2023-01-20 14:33:25.698,5.0,,other,tier 2,czech republic,49.8037633,15.4749126
closed,1169,medium,chat,product setup,1st line support,nicola wane,2023-01-19 17:03:57,2023-01-20 17:03:57,2023-01-19 17:05:57,2023-01-19 17:05:38.874,within sla,2023-01-19 21:18:49.040,within sla,2023-01-27 05:20:49.742,6.0,4.0,custom software development,tier 1,poland,52.536273,19.050639
in progress,1170,medium,chat,product setup,1st line support,bernard beckley,2023-01-19 02:59:41,2023-01-20 02:59:41,2023-01-19 03:01:41,2023-01-19 03:01:25.458,within sla,,sla violated,,60.0,,ready to use software,tier 1,austria,47.6964719,13.3457347
in progress,1171,high,email,feature request,2nd line support,michele whyatt,2023-01-20 08:12:18,2023-01-22 08:12:18,2023-01-20 09:12:18,2023-01-20 11:23:09.594,sla violated,,sla violated,,2.0,,other,tier 2,germany,51.165691,10.451526
in progress,1172,low,email,purchasing and invoicing,1st line support,kristos westoll,2023-01-20 16:02:00,2023-01-22 16:02:00,2023-01-20 17:02:00,2023-01-20 16:31:24.768,within sla,,sla violated,,6.0,,ready to use software,tier 1,germany,51.165691,10.451526
in progress,1173,low,email,product setup,1st line support,nicola wane,2023-01-20 18:26:33,2023-01-22 18:26:33,2023-01-20 19:26:33,2023-01-20 18:51:24.340,within sla,,sla violated,,3.0,,ready to use software,tier 1,united kingdom,55.378052,-3.435973
closed,1174,low,email,product setup,1st line support,bernard beckley,2023-01-20 16:12:23,2023-01-22 16:12:23,2023-01-20 17:12:23,2023-01-20 16:41:51.920,within sla,2023-01-21 20:59:34.703,within sla,2023-01-26 19:39:01.757,2.0,3.0,ready to use software,tier 1,republic of ireland,53.094024,-8.019675
closed,1175,medium,email,pricing and licensing,1st line support,sheela cutten,2023-01-20 18:26:56,2023-01-22 18:26:56,2023-01-20 19:26:56,2023-01-20 18:47:31.128,within sla,2023-01-23 09:12:24.840,sla violated,2023-01-23 23:35:19.894,4.0,5.0,other,tier 1,greece,39.368279,21.863141
in progress,1176,high,chat,bug report,2nd line support,michele whyatt,2023-01-20 12:41:24,2023-01-21 12:41:24,2023-01-20 12:43:24,2023-01-20 12:42:08.016,within sla,,sla violated,,6.0,,ready to use software,tier 2,germany,51.165691,10.451526
in progress,1177,low,email,pricing and licensing,1st line support,kristos westoll,2023-01-20 07:41:43,2023-01-22 07:41:43,2023-01-20 08:41:43,2023-01-20 08:16:18.202,within sla,,sla violated,,10.0,,ready to use software,tier 1,republic of ireland,53.094024,-8.019675
resolved,1178,high,email,other,1st line support,nicola wane,2023-01-20 09:35:25,2023-01-22 09:35:25,2023-01-20 10:35:25,2023-01-20 09:49:59.568,within sla,2023-01-21 08:18:23.092,within sla,2023-01-21 08:18:23.092,1.0,,ready to use software,tier 1,bulgaria,42.7249925,25.4833039
closed,1179,low,email,product setup,2nd line support,adolpho messingham,2023-01-20 15:19:25,2023-01-22 15:19:25,2023-01-20 16:19:25,2023-01-20 15:54:48.009,within sla,2023-01-21 11:31:25.643,within sla,2023-01-23 07:11:32.336,1.0,5.0,custom software development,tier 2,slovenia,46.1491664,14.9860106
resolved,1180,low,chat,purchasing and invoicing,1st line support,nicola wane,2023-01-20 08:49:49,2023-01-21 08:49:49,2023-01-20 08:51:49,2023-01-20 08:51:33.742,within sla,2023-01-21 08:32:34.323,within sla,2023-01-21 08:32:34.323,2.0,,training and consulting services,tier 1,united kingdom,55.378052,-3.435973
closed,1181,low,email,training request,1st line support,bernard beckley,2023-01-20 11:54:54,2023-01-22 11:54:54,2023-01-20 12:54:54,2023-01-20 12:07:46.996,within sla,2023-01-22 06:37:40.184,within sla,2023-01-24 04:21:17.645,9.0,2.0,training and consulting services,tier 1,bulgaria,42.7249925,25.4833039
closed,1182,high,chat,feature request,1st line support,kristos westoll,2023-01-21 08:18:41,2023-01-22 08:18:41,2023-01-21 08:20:41,2023-01-21 08:20:16.100,within sla,2023-01-21 20:06:33.548,within sla,2023-01-23 06:11:19.611,6.0,4.0,ready to use software,tier 1,spain,39.67337,-4.767726
closed,1183,low,email,purchasing and invoicing,1st line support,nicola wane,2023-01-21 07:43:47,2023-01-23 07:43:47,2023-01-21 08:43:47,2023-01-21 07:49:29.069,within sla,2023-01-21 18:04:08.243,within sla,2023-01-25 03:32:44.663,4.0,5.0,other,tier 1,united kingdom,55.378052,-3.435973
resolved,1184,high,chat,pricing and licensing,1st line support,connor danielovitch,2023-01-21 17:21:38,2023-01-22 17:21:38,2023-01-21 17:23:38,2023-01-21 17:22:51.387,within sla,2023-01-25 20:28:05.198,sla violated,2023-01-25 20:28:05.198,2.0,,ready to use software,tier 1,austria,47.6964719,13.3457347
resolved,1185,low,chat,feature request,1st line support,sheela cutten,2023-01-21 11:45:13,2023-01-22 11:45:13,2023-01-21 11:47:13,2023-01-21 11:49:42.727,sla violated,2023-01-21 15:21:29.211,within sla,2023-01-21 15:21:29.211,6.0,,custom software development,tier 1,bulgaria,42.7249925,25.4833039
closed,1186,medium,email,product setup,1st line support,connor danielovitch,2023-01-21 07:09:47,2023-01-23 07:09:47,2023-01-21 08:09:47,2023-01-21 07:45:59.273,within sla,2023-01-22 12:53:46.227,within sla,2023-01-27 17:58:00.263,1.0,3.0,training and consulting services,tier 1,greece,39.368279,21.863141
in progress,1198,medium,email,other,1st line support,sheela cutten,2023-01-22 08:50:11,2023-01-24 08:50:11,2023-01-22 09:50:11,2023-01-22 09:34:55.068,within sla,,sla violated,,7.0,,ready to use software,tier 1,republic of ireland,53.094024,-8.019675
resolved,1199,low,chat,bug report,1st line support,nicola wane,2023-01-22 01:57:26,2023-01-23 01:57:26,2023-01-22 01:59:26,2023-01-22 01:57:50.539,within sla,2023-01-22 04:33:20.320,within sla,2023-01-22 04:33:20.320,3.0,,training and consulting services,tier 1,czech republic,49.8037633,15.4749126
closed,1200,medium,email,feature request,1st line support,kristos westoll,2023-01-22 06:50:05,2023-01-24 06:50:05,2023-01-22 07:50:05,2023-01-22 07:08:42.844,within sla,2023-01-22 17:52:38.007,within sla,2023-01-25 09:12:17.667,1.0,1.0,custom software development,tier 1,greece,39.368279,21.863141
resolved,1201,high,email,training request,1st line support,kristos westoll,2023-01-22 23:42:43,2023-01-24 23:42:43,2023-01-23 00:42:43,2023-01-23 00:06:47.874,within sla,2023-01-23 22:24:55.625,within sla,2023-01-23 22:24:55.625,3.0,,training and consulting services,tier 1,poland,52.536273,19.050639
