Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude,Actual_First_Response_Duration,Actual_First_Response_Duration_Minutes,Actual_Resolution_Duration,Actual_Resolution_Duration_Minutes,Actual_Ticket_Lifecycle_Duration,Actual_Ticket_Lifecycle_Duration_Minutes,Created_Day_of_Week_Num,Created_Day_of_Week_Name,Created_Hour_of_Day,Created_Month_Num,Created_Month_Name,Created_Year,FirstResponse_Day_of_Week_Name,FirstResponse_Hour_of_Day,Resolution_Day_of_Week_Name,Resolution_Hour_of_Day,First_Response_SLA_Met,Resolution_SLA_Met
closed,1078,low,email,pricing and licensing,1st line support,sheela cutten,2023-01-10 13:46:53,2023-01-12 13:46:53,2023-01-10 14:46:53,2023-01-10 13:50:11.579,within sla,2023-01-12 06:52:28.486,within sla,2023-01-16 01:36:05.298,7.0,2.0,ready to use software,tier 1,germany,51.165691,10.451526,0 days 00:03:18.579000,3.30965,1 days 17:05:35.486000,2465.591433333333,5 days 11:49:12.298000,7909.204966666667,1,Tuesday,13,1,January,2023,Tuesday,13.0,Thursday,6.0,1,1
resolved,1079,low,email,product setup,1st line support,kristos westoll,2023-01-10 09:42:12,2023-01-12 09:42:12,2023-01-10 10:42:12,2023-01-10 10:30:03.208,within sla,2023-01-12 01:12:10.641,within sla,2023-01-12 01:12:10.641,2.0,,other,tier 1,germany,51.165691,10.451526,0 days 00:47:51.208000,47.85346666666667,1 days 15:29:58.641000,2369.97735,1 days 15:29:58.641000,2369.97735,1,Tuesday,9,1,January,2023,Tuesday,10.0,Thursday,1.0,1,1
closed,1080,low,chat,product setup,1st line support,kristos westoll,2023-01-10 03:17:26,2023-01-11 03:17:26,2023-01-10 03:19:26,2023-01-10 03:17:37.264,within sla,2023-01-10 13:22:15.933,within sla,2023-01-11 12:32:23.705,3.0,3.0,training and consulting services,tier 1,spain,39.67337,-4.767726,0 days 00:00:11.264000,0.1877333333333333,0 days 10:04:49.933000,604.8322166666666,1 days 09:14:57.705000,1994.96175,1,Tuesday,3,1,January,2023,Tuesday,3.0,Tuesday,13.0,1,1
in progress,1081,medium,chat,product setup,1st line support,bernard beckley,2023-01-10 04:29:04,2023-01-11 04:29:04,2023-01-10 04:31:04,2023-01-10 04:29:36.431,within sla,,sla violated,,3.0,,custom software development,tier 1,austria,47.6964719,13.3457347,0 days 00:00:32.431000,0.5405166666666666,,,,,1,Tuesday,4,1,January,2023,Tuesday,4.0,,,1,0
closed,1082,low,phone,product setup,1st line support,connor danielovitch,2023-01-10 20:59:34,2023-01-12 20:59:34,2023-01-10 21:01:34,2023-01-10 21:00:37.516,within sla,2023-01-12 17:31:37.329,within sla,2023-01-12 14:16:45.427,5.0,5.0,custom software development,tier 1,poland,52.536273,19.050639,0 days 00:01:03.516000,1.0586,1 days 20:32:03.329000,2672.055483333333,1 days 17:17:11.427000,2477.19045,1,Tuesday,20,1,January,2023,Tuesday,21.0,Thursday,17.0,1,1
resolved,1083,low,phone,pricing and licensing,1st line support,sheela cutten,2023-01-10 23:30:30,2023-01-12 23:30:30,2023-01-10 23:32:30,2023-01-10 23:31:12.529,within sla,2023-01-12 00:58:23.880,within sla,2023-01-12 00:58:23.880,1.0,,ready to use software,tier 1,poland,52.536273,19.050639,0 days 00:00:42.529000,0.7088166666666668,1 days 01:27:53.880000,1527.898,1 days 01:27:53.880000,1527.898,1,Tuesday,23,1,January,2023,Tuesday,23.0,Thursday,0.0,1,1
resolved,1084,medium,email,other,1st line support,connor danielovitch,2023-01-10 10:14:54,2023-01-12 10:14:54,2023-01-10 11:14:54,2023-01-10 11:06:44.788,within sla,2023-01-11 20:40:17.303,within sla,2023-01-11 20:40:17.303,7.0,,other,tier 1,united kingdom,55.378052,-3.435973,0 days 00:51:50.788000,51.84646666666666,1 days 10:25:23.303000,2065.3883833333334,1 days 10:25:23.303000,2065.3883833333334,1,Tuesday,10,1,January,2023,Tuesday,11.0,Wednesday,20.0,1,1
closed,1085,high,chat,product setup,1st line support,bernard beckley,2023-01-10 07:30:22,2023-01-11 07:30:22,2023-01-10 07:32:22,2023-01-10 07:31:47.767,within sla,2023-01-10 10:50:31.437,within sla,2023-01-14 06:35:29.874,4.0,5.0,ready to use software,tier 1,germany,51.165691,10.451526,0 days 00:01:25.767000,1.42945,0 days 03:20:09.437000,200.1572833333333,3 days 23:05:07.874000,5705.1312333333335,1,Tuesday,7,1,January,2023,Tuesday,7.0,Tuesday,10.0,1,1
resolved,1086,medium,email,purchasing and invoicing,1st line support,nicola wane,2023-01-10 17:16:11,2023-01-12 17:16:11,2023-01-10 18:16:11,2023-01-10 17:44:04.661,within sla,2023-01-12 07:22:02.841,within sla,2023-01-12 07:22:02.841,10.0,,ready to use software,tier 1,germany,51.165691,10.451526,0 days 00:27:53.661000,27.89435,1 days 14:05:51.841000,2285.8640166666664,1 days 14:05:51.841000,2285.8640166666664,1,Tuesday,17,1,January,2023,Tuesday,17.0,Thursday,7.0,1,1
closed,1087,low,email,feature request,2nd line support,adolpho messingham,2023-01-11 19:17:35,2023-01-13 19:17:35,2023-01-11 20:17:35,2023-01-11 19:18:54.285,within sla,2023-01-11 20:05:34.343,within sla,2023-01-15 01:15:04.648,8.0,5.0,ready to use software,tier 2,italy,43.036776,12.678565,0 days 00:01:19.285000,1.321416666666667,0 days 00:47:59.343000,47.98905,3 days 05:57:29.648000,4677.494133333333,2,Wednesday,19,1,January,2023,Wednesday,19.0,Wednesday,20.0,1,1
closed,1088,low,chat,purchasing and invoicing,1st line support,nicola wane,2023-01-11 11:24:14,2023-01-12 11:24:14,2023-01-11 11:26:14,2023-01-11 11:25:37.140,within sla,2023-01-11 20:49:43.338,within sla,2023-01-13 04:59:59.615,8.0,4.0,training and consulting services,tier 1,spain,39.67337,-4.767726,0 days 00:01:23.140000,1.3856666666666666,0 days 09:25:29.338000,565.4889666666667,1 days 17:35:45.615000,2495.76025,2,Wednesday,11,1,January,2023,Wednesday,11.0,Wednesday,20.0,1,1
resolved,1090,low,chat,feature request,1st line support,bernard beckley,2023-01-11 00:49:24,2023-01-12 00:49:24,2023-01-11 00:51:24,2023-01-11 00:50:15.651,within sla,2023-01-11 14:39:13.211,within sla,2023-01-11 14:39:13.211,4.0,,ready to use software,tier 1,italy,43.036776,12.678565,0 days 00:00:51.651000,0.86085,0 days 13:49:49.211000,829.8201833333334,0 days 13:49:49.211000,829.8201833333334,2,Wednesday,0,1,January,2023,Wednesday,0.0,Wednesday,14.0,1,1
resolved,1092,medium,chat,pricing and licensing,1st line support,bernard beckley,2023-01-11 12:31:52,2023-01-12 12:31:52,2023-01-11 12:33:52,2023-01-11 12:31:53.202,within sla,2023-01-12 12:24:20.970,within sla,2023-01-12 12:24:20.970,3.0,,custom software development,tier 1,germany,51.165691,10.451526,0 days 00:00:01.202000,0.0200333333333333,0 days 23:52:28.970000,1432.4828333333332,0 days 23:52:28.970000,1432.4828333333332,2,Wednesday,12,1,January,2023,Wednesday,12.0,Thursday,12.0,1,1
resolved,1093,low,email,product setup,1st line support,sheela cutten,2023-01-11 13:45:35,2023-01-13 13:45:35,2023-01-11 14:45:35,2023-01-11 14:12:45.316,within sla,2023-01-12 00:00:02.086,within sla,2023-01-12 00:00:02.086,8.0,,custom software development,tier 1,united kingdom,55.378052,-3.435973,0 days 00:27:10.316000,27.17193333333333,0 days 10:14:27.086000,614.4514333333334,0 days 10:14:27.086000,614.4514333333334,2,Wednesday,13,1,January,2023,Wednesday,14.0,Thursday,0.0,1,1
resolved,1094,low,chat,purchasing and invoicing,1st line support,connor danielovitch,2023-01-11 04:04:47,2023-01-12 04:04:47,2023-01-11 04:06:47,2023-01-11 04:05:35.487,within sla,2023-01-11 19:03:32.390,within sla,2023-01-11 19:03:32.390,6.0,,ready to use software,tier 1,czech republic,49.8037633,15.4749126,0 days 00:00:48.487000,0.8081166666666667,0 days 14:58:45.390000,898.7565,0 days 14:58:45.390000,898.7565,2,Wednesday,4,1,January,2023,Wednesday,4.0,Wednesday,19.0,1,1
closed,1095,low,chat,feature request,1st line support,kristos westoll,2023-01-11 13:40:47,2023-01-12 13:40:47,2023-01-11 13:42:47,2023-01-11 13:43:27.490,sla violated,2023-01-16 11:43:28.653,sla violated,2023-01-18 10:44:41.595,3.0,1.0,custom software development,tier 1,czech republic,49.8037633,15.4749126,0 days 00:02:40.490000,2.6748333333333334,4 days 22:02:41.653000,7082.694216666667,6 days 21:03:54.595000,9903.909916666666,2,Wednesday,13,1,January,2023,Wednesday,13.0,Monday,11.0,0,0
closed,1097,low,email,product setup,1st line support,bernard beckley,2023-01-11 05:29:41,2023-01-13 05:29:41,2023-01-11 06:29:41,2023-01-11 06:04:13.834,within sla,2023-01-11 17:24:42.166,within sla,2023-01-16 15:48:07.957,1.0,1.0,ready to use software,tier 1,austria,47.6964719,13.3457347,0 days 00:34:32.834000,34.54723333333333,0 days 11:55:01.166000,715.0194333333333,5 days 10:18:26.957000,7818.449283333333,2,Wednesday,5,1,January,2023,Wednesday,6.0,Wednesday,17.0,1,1
in progress,1098,medium,chat,other,1st line support,bernard beckley,2023-01-12 12:18:45,2023-01-13 12:18:45,2023-01-12 12:20:45,2023-01-12 12:19:18.598,within sla,,sla violated,,6.0,,ready to use software,tier 1,poland,52.536273,19.050639,0 days 00:00:33.598000,0.5599666666666666,,,,,3,Thursday,12,1,January,2023,Thursday,12.0,,,1,0
resolved,1100,medium,email,feature request,2nd line support,heather urry,2023-01-12 22:40:11,2023-01-14 22:40:11,2023-01-12 23:40:11,2023-01-12 22:47:08.587,within sla,2023-01-13 13:58:22.732,within sla,2023-01-13 13:58:22.732,7.0,,custom software development,tier 2,italy,43.036776,12.678565,0 days 00:06:57.587000,6.959783333333333,0 days 15:18:11.732000,918.1955333333334,0 days 15:18:11.732000,918.1955333333334,3,Thursday,22,1,January,2023,Thursday,22.0,Friday,13.0,1,1
resolved,1101,high,chat,bug report,1st line support,sheela cutten,2023-01-13 15:00:14,2023-01-14 15:00:14,2023-01-13 15:02:14,2023-01-13 15:00:36.375,within sla,2023-01-14 02:58:00.277,within sla,2023-01-14 02:58:00.277,60.0,,ready to use software,tier 1,austria,47.6964719,13.3457347,0 days 00:00:22.375000,0.3729166666666667,0 days 11:57:46.277000,717.7712833333334,0 days 11:57:46.277000,717.7712833333334,4,Friday,15,1,January,2023,Friday,15.0,Saturday,2.0,1,1
resolved,1102,low,chat,other,2nd line support,michele whyatt,2023-01-13 15:16:58,2023-01-14 15:16:58,2023-01-13 15:18:58,2023-01-13 15:17:30.575,within sla,2023-01-13 21:16:38.693,within sla,2023-01-13 21:16:38.693,5.0,,ready to use software,tier 2,germany,51.165691,10.451526,0 days 00:00:32.575000,0.5429166666666667,0 days 05:59:40.693000,359.67821666666663,0 days 05:59:40.693000,359.67821666666663,4,Friday,15,1,January,2023,Friday,15.0,Friday,21.0,1,1
resolved,1103,medium,chat,pricing and licensing,1st line support,sheela cutten,2023-01-13 12:58:56,2023-01-14 12:58:56,2023-01-13 13:00:56,2023-01-13 12:59:39.585,within sla,2023-01-13 13:19:55.416,within sla,2023-01-13 13:19:55.416,9.0,,ready to use software,tier 1,bulgaria,42.7249925,25.4833039,0 days 00:00:43.585000,0.7264166666666667,0 days 00:20:59.416000,20.990266666666667,0 days 00:20:59.416000,20.990266666666667,4,Friday,12,1,January,2023,Friday,12.0,Friday,13.0,1,1
closed,1104,low,email,feature request,1st line support,connor danielovitch,2023-01-13 13:30:46,2023-01-15 13:30:46,2023-01-13 14:30:46,2023-01-13 13:37:07.145,within sla,2023-01-15 09:50:56.668,within sla,2023-01-18 02:50:09.567,3.0,5.0,other,tier 1,italy,43.036776,12.678565,0 days 00:06:21.145000,6.352416666666667,1 days 20:20:10.668000,2660.1778,4 days 13:19:23.567000,6559.392783333333,4,Friday,13,1,January,2023,Friday,13.0,Sunday,9.0,1,1
closed,1105,low,chat,feature request,1st line support,kristos westoll,2023-01-13 06:47:37,2023-01-14 06:47:37,2023-01-13 06:49:37,2023-01-13 06:49:35.630,within sla,2023-01-13 09:11:25.357,within sla,2023-01-15 14:41:08.910,7.0,3.0,other,tier 1,italy,43.036776,12.678565,0 days 00:01:58.630000,1.9771666666666663,0 days 02:23:48.357000,143.80595,2 days 07:53:31.910000,3353.531833333333,4,Friday,6,1,January,2023,Friday,6.0,Friday,9.0,1,1
in progress,1106,low,chat,other,1st line support,connor danielovitch,2023-01-13 23:18:45,2023-01-14 23:18:45,2023-01-13 23:20:45,2023-01-13 23:20:43.777,within sla,,sla violated,,3.0,,custom software development,tier 1,germany,51.165691,10.451526,0 days 00:01:58.777000,1.9796166666666664,,,,,4,Friday,23,1,January,2023,Friday,23.0,,,1,0
closed,1107,low,email,bug report,2nd line support,michele whyatt,2023-01-13 11:19:44,2023-01-15 11:19:44,2023-01-13 12:19:44,2023-01-13 11:34:07.762,within sla,2023-01-15 08:05:24.543,within sla,2023-01-15 11:12:25.378,1.0,5.0,ready to use software,tier 2,republic of ireland,53.094024,-8.019675,0 days 00:14:23.762000,14.396033333333332,1 days 20:45:40.543000,2685.675716666666,1 days 23:52:41.378000,2872.6896333333334,4,Friday,11,1,January,2023,Friday,11.0,Sunday,8.0,1,1
closed,1108,low,email,purchasing and invoicing,1st line support,bernard beckley,2023-01-13 02:10:18,2023-01-15 02:10:18,2023-01-13 03:10:18,2023-01-13 03:28:05.346,sla violated,2023-01-14 05:07:24.366,within sla,2023-01-16 18:08:35.263,4.0,4.0,ready to use software,tier 1,czech republic,49.8037633,15.4749126,0 days 01:17:47.346000,77.78909999999999,1 days 02:57:06.366000,1617.1061,3 days 15:58:17.263000,5278.287716666667,4,Friday,2,1,January,2023,Friday,3.0,Saturday,5.0,0,1
closed,1109,high,chat,product setup,1st line support,nicola wane,2023-01-13 13:38:30,2023-01-14 13:38:30,2023-01-13 13:40:30,2023-01-13 13:38:53.827,within sla,2023-01-13 15:29:46.710,within sla,2023-01-17 06:36:45.502,3.0,3.0,training and consulting services,tier 1,france,48.864716,2.349014,0 days 00:00:23.827000,0.3971166666666667,0 days 01:51:16.710000,111.2785,3 days 16:58:15.502000,5338.258366666666,4,Friday,13,1,January,2023,Friday,13.0,Friday,15.0,1,1
closed,1110,high,email,product setup,2nd line support,adolpho messingham,2023-01-13 21:32:08,2023-01-15 21:32:08,2023-01-13 22:32:08,2023-01-13 22:27:03.346,within sla,2023-01-15 14:06:02.184,within sla,2023-01-19 05:07:27.605,8.0,2.0,ready to use software,tier 2,united kingdom,55.378052,-3.435973,0 days 00:54:55.346000,54.92243333333333,1 days 16:33:54.184000,2433.9030666666667,5 days 07:35:19.605000,7655.326749999999,4,Friday,21,1,January,2023,Friday,22.0,Sunday,14.0,1,1
in progress,1111,low,chat,product setup,1st line support,sheela cutten,2023-01-13 02:49:26,2023-01-14 02:49:26,2023-01-13 02:51:26,2023-01-13 02:52:27.993,sla violated,,sla violated,,9.0,,ready to use software,tier 1,spain,39.67337,-4.767726,0 days 00:03:01.993000,3.0332166666666667,,,,,4,Friday,2,1,January,2023,Friday,2.0,,,0,0
in progress,1112,low,phone,pricing and licensing,1st line support,bernard beckley,2023-01-13 02:22:58,2023-01-15 02:22:58,2023-01-13 02:24:58,2023-01-13 02:23:44.111,within sla,,sla violated,,2.0,,ready to use software,tier 1,republic of ireland,53.094024,-8.019675,0 days 00:00:46.111000,0.7685166666666666,,,,,4,Friday,2,1,January,2023,Friday,2.0,,,1,0
resolved,1113,low,chat,product setup,1st line support,bernard beckley,2023-01-13 01:46:37,2023-01-14 01:46:37,2023-01-13 01:48:37,2023-01-13 01:46:51.422,within sla,2023-01-17 07:29:51.862,sla violated,2023-01-17 07:29:51.862,6.0,,custom software development,tier 1,germany,51.165691,10.451526,0 days 00:00:14.422000,0.2403666666666666,4 days 05:43:14.862000,6103.247700000001,4 days 05:43:14.862000,6103.247700000001,4,Friday,1,1,January,2023,Friday,1.0,Tuesday,7.0,1,0
closed,1114,medium,email,product setup,1st line support,connor danielovitch,2023-01-13 07:20:20,2023-01-15 07:20:20,2023-01-13 08:20:20,2023-01-13 08:01:51.843,within sla,2023-01-15 06:43:44.003,within sla,2023-01-21 00:17:21.652,10.0,5.0,other,tier 1,poland,52.536273,19.050639,0 days 00:41:31.843000,41.53071666666666,1 days 23:23:24.003000,2843.40005,7 days 16:57:01.652000,11097.027533333334,4,Friday,7,1,January,2023,Friday,8.0,Sunday,6.0,1,1
resolved,1115,low,chat,pricing and licensing,1st line support,sheela cutten,2023-01-13 23:22:08,2023-01-14 23:22:08,2023-01-13 23:24:08,2023-01-13 23:22:16.070,within sla,2023-01-14 05:14:59.328,within sla,2023-01-14 05:14:59.328,3.0,,ready to use software,tier 1,germany,51.165691,10.451526,0 days 00:00:08.070000,0.1345,0 days 05:52:51.328000,352.8554666666667,0 days 05:52:51.328000,352.8554666666667,4,Friday,23,1,January,2023,Friday,23.0,Saturday,5.0,1,1
resolved,1116,medium,phone,pricing and licensing,1st line support,nicola wane,2023-01-14 22:53:23,2023-01-16 22:53:23,2023-01-14 22:55:23,2023-01-14 22:54:39.449,within sla,2023-01-16 03:46:00.748,within sla,2023-01-16 03:46:00.748,7.0,,training and consulting services,tier 1,united kingdom,55.378052,-3.435973,0 days 00:01:16.449000,1.27415,1 days 04:52:37.748000,1732.6291333333334,1 days 04:52:37.748000,1732.6291333333334,5,Saturday,22,1,January,2023,Saturday,22.0,Monday,3.0,1,1
closed,1126,medium,phone,pricing and licensing,1st line support,kristos westoll,2023-01-15 13:10:36,2023-01-17 13:10:36,2023-01-15 13:12:36,2023-01-15 13:11:21.853,within sla,2023-01-19 09:22:43.893,sla violated,2023-01-20 04:15:17.640,3.0,1.0,custom software development,tier 1,united kingdom,55.378052,-3.435973,0 days 00:00:45.853000,0.7642166666666667,3 days 20:12:07.893000,5532.13155,4 days 15:04:41.640000,6664.694,6,Sunday,13,1,January,2023,Sunday,13.0,Thursday,9.0,1,0
resolved,1127,high,email,product setup,1st line support,bernard beckley,2023-01-15 06:08:54,2023-01-17 06:08:54,2023-01-15 07:08:54,2023-01-15 06:47:30.075,within sla,2023-01-15 07:23:23.466,within sla,2023-01-15 07:23:23.466,2.0,,other,tier 1,czech republic,49.8037633,15.4749126,0 days 00:38:36.075000,38.60125,0 days 01:14:29.466000,74.4911,0 days 01:14:29.466000,74.4911,6,Sunday,6,1,January,2023,Sunday,6.0,Sunday,7.0,1,1
closed,1128,low,email,other,1st line support,bernard beckley,2023-01-15 10:11:34,2023-01-17 10:11:34,2023-01-15 11:11:34,2023-01-15 11:03:47.800,within sla,2023-01-17 07:11:51.202,within sla,2023-01-18 23:31:09.366,4.0,3.0,ready to use software,tier 1,germany,51.165691,10.451526,0 days 00:52:13.800000,52.23,1 days 21:00:17.202000,2700.2867,3 days 13:19:35.366000,5119.589433333333,6,Sunday,10,1,January,2023,Sunday,11.0,Tuesday,7.0,1,1
closed,1129,high,phone,pricing and licensing,1st line support,kristos westoll,2023-01-15 02:01:36,2023-01-17 02:01:36,2023-01-15 02:03:36,2023-01-15 02:02:21.163,within sla,2023-01-16 14:49:44.737,within sla,2023-01-18 16:30:05.795,2.0,5.0,custom software development,tier 1,slovenia,46.1491664,14.9860106,0 days 00:00:45.163000,0.7527166666666666,1 days 12:48:08.737000,2208.1456166666667,3 days 14:28:29.795000,5188.496583333333,6,Sunday,2,1,January,2023,Sunday,2.0,Monday,14.0,1,1
in progress,1130,medium,chat,product setup,1st line support,connor danielovitch,2023-01-16 05:12:59,2023-01-17 05:12:59,2023-01-16 05:14:59,2023-01-16 05:14:35.188,within sla,,sla violated,,6.0,,ready to use software,tier 1,spain,39.67337,-4.767726,0 days 00:01:36.188000,1.6031333333333333,,,,,0,Monday,5,1,January,2023,Monday,5.0,,,1,0
closed,1131,low,email,product setup,1st line support,sheela cutten,2023-01-16 20:38:34,2023-01-18 20:38:34,2023-01-16 21:38:34,2023-01-16 21:35:38.891,within sla,2023-01-16 22:40:38.689,within sla,2023-01-20 05:35:10.396,1.0,5.0,ready to use software,tier 1,czech republic,49.8037633,15.4749126,0 days 00:57:04.891000,57.081516666666666,0 days 02:02:04.689000,122.07815,3 days 08:56:36.396000,4856.6066,0,Monday,20,1,January,2023,Monday,21.0,Monday,22.0,1,1
closed,1132,low,email,pricing and licensing,1st line support,sheela cutten,2023-01-16 15:44:20,2023-01-18 15:44:20,2023-01-16 16:44:20,2023-01-16 16:39:29.422,within sla,2023-01-17 12:05:13.440,within sla,2023-01-22 20:45:33.952,9.0,3.0,training and consulting services,tier 1,austria,47.6964719,13.3457347,0 days 00:55:09.422000,55.15703333333333,0 days 20:20:53.440000,1220.890666666667,6 days 05:01:13.952000,8941.232533333334,0,Monday,15,1,January,2023,Monday,16.0,Tuesday,12.0,1,1
resolved,1133,high,chat,product setup,1st line support,bernard beckley,2023-01-16 19:19:41,2023-01-17 19:19:41,2023-01-16 19:21:41,2023-01-16 19:19:48.613,within sla,2023-01-17 12:08:15.116,within sla,2023-01-17 12:08:15.116,3.0,,ready to use software,tier 1,bulgaria,42.7249925,25.4833039,0 days 00:00:07.613000,0.1268833333333333,0 days 16:48:34.116000,1008.5686,0 days 16:48:34.116000,1008.5686,0,Monday,19,1,January,2023,Monday,19.0,Tuesday,12.0,1,1
closed,1134,low,chat,product setup,1st line support,sheela cutten,2023-01-16 12:50:35,2023-01-17 12:50:35,2023-01-16 12:52:35,2023-01-16 12:51:00.245,within sla,2023-01-16 17:37:43.459,within sla,2023-01-20 18:38:43.224,60.0,5.0,custom software development,tier 1,spain,39.67337,-4.767726,0 days 00:00:25.245000,0.42075,0 days 04:47:08.459000,287.14098333333334,4 days 05:48:08.224000,6108.137066666666,0,Monday,12,1,January,2023,Monday,12.0,Monday,17.0,1,1
